ID_LINHA;SAFRA;SCORE_INTERNO;FAIXA_BUREAU;PORTE_EMPRESA;SETOR;REGIAO;UF;CANAL;PRODUTO;MIX_RISCO;FLAG_RESTRITIVO;CODIGO_VENDEDOR;DIA_SEMANA;TEMPO_ATIVIDADE_MESES;FATURAMENTO_MENSAL;QTD_FUNCIONARIOS;LIMITE_PRE_APROVADO;DECISAO_ANALISE;QTD_PROPOSTA;QTD_ALTAS;QTD_ATRS_OVER_30;QTD_INFER_CONV;QTD_INFER_FL_ATRS
L000133;202512;R01;B2;MEI;INDUSTRIA;CENTRO-OESTE;MT;DIGITAL;CARTAO;BAIXO;NAO;V184;DOM;98;49539,42;1;25300;APROVADO;64;27;0;29,562892;0,175894
L000134;202512;R07;B4;PEQUENA;SAUDE;CENTRO-OESTE;MT;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V030;SAB;118;158707,73;32;36500;APROVADO;8;7;0;4,677280;0,167533
L000135;202506;R04;B2;MICRO;TECNOLOGIA;SUDESTE;SP;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V010;QUA;;24663,75;2;8900;APROVADO;2;0;;0,939764;0,014183
L000136;202509;R07;B4;PEQUENA;SERVICOS;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V007;SEX;76;47217,74;21;11600;REPROVADO;6;0;;3,379444;0,198022
L000137;202508;R05;B4;PEQUENA;SERVICOS;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;MEDIO;NAO;V041;QUA;80;203450,87;16;61400;APROVADO;2;1;0;0,830475;0,021721
L000138;202503;R03;B2;MEI;AGRO;NORTE;PA;LOJA;CAPITAL_GIRO;BAIXO;NAO;V165;DOM;27;2363,64;1;1100;APROVADO;26;14;2;10,964856;0,350669
L000139;202504;R08;B5;GRANDE;CONSTRUCAO;SUDESTE;ES;DIGITAL;CAPITAL_GIRO;ALTO;SIM;V015;TER;69;3320280,48;1423;699800;REPROVADO;1;0;;0,544289;0,276599
L000140;202506;R10;B5;GRANDE;AGRO;SUDESTE;RJ;DIGITAL;CARTAO;ALTO;SIM;V035;SEG;246;1912782,82;566;285200;REPROVADO;1;0;;0,727025;0,422249
L000141;202508;R05;B3;MICRO;CONSTRUCAO;NORTE;TO;PARCEIRO;CAPITAL_GIRO;MEDIO;NAO;V004;TER;30;13457,16;3;4700;APROVADO;1;1;0;0,469733;0,069143
L000142;202506;R03;B2;MEI;AGRO;SUL;PR;LOJA;FINANCIAMENTO;BAIXO;NAO;V010;SEX;39;6471,77;1;2900;APROVADO;1;0;;0,330901;0,007315
L000143;202504;R03;B2;MEI;TECNOLOGIA;SUDESTE;SP;LOJA;CARTAO;BAIXO;NAO;V019;QUA;29;22827,89;1;8900;APROVADO;1;1;0;0,443811;0,005742
L000144;202507;R08;B4;MEI;COMERCIO;CENTRO-OESTE;DF;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V152;SAB;18;8638,99;1;1900;REPROVADO;11;0;;6,132802;0,202259
L000145;202512;R02;B1;MICRO;SAUDE;SUDESTE;SP;LOJA;CAPITAL_GIRO;BAIXO;NAO;V349;DOM;20;73685,41;7;35400;APROVADO;2;0;;0,818736;0,007629
L000146;202502;R05;B2;GRANDE;TECNOLOGIA;SUDESTE;RJ;TELEVENDAS;FINANCIAMENTO;MEDIO;NAO;V181;SEX;480;1842911,99;981;586100;APROVADO;14;4;0;4,827408;0,132588
L000147;202508;R06;B4;MEDIA;TECNOLOGIA;NORDESTE;RN;DIGITAL;CARTAO;MEDIO;NAO;V019;SEG;480;1638532,53;123;512400;APROVADO;27;10;0;16,769234;0,750350
L000148;202511;R06;B3;MICRO;SERVICOS;CENTRO-OESTE;DF;PARCEIRO;FINANCIAMENTO;MEDIO;SIM;V182;SAB;;23116,77;2;7500;REPROVADO;8;0;;3,422739;0,320902
L000149;202505;R03;B2;MICRO;COMERCIO;NORDESTE;BA;PARCEIRO;FINANCIAMENTO;BAIXO;SIM;V014;SAB;99;5835,93;13;2900;REPROVADO;1;0;;0,342156;0,016331
L000150;202501;R04;B2;MEI;COMERCIO;SUDESTE;MG;DIGITAL;CARTAO;MEDIO;NAO;V341;SEG;65;5518,63;1;2200;APROVADO;20;11;0;12,012593;0,340736
L000151;202501;R04;B3;GRANDE;INDUSTRIA;SUDESTE;MG;PARCEIRO;CARTAO;MEDIO;NAO;V025;SEG;170;1905157,39;623;644300;REPROVADO;2;0;;0,937714;0,025114
L000152;202509;R04;B2;PEQUENA;SERVICOS;SUDESTE;MG;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V008;SEX;224;68727,99;30;25300;APROVADO;5;2;0;2,145870;0,048553
L000153;202506;R01;B1;MICRO;SERVICOS;CENTRO-OESTE;MT;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V166;SAB;58;19725,24;4;10000;APROVADO;8;4;0;3,175504;0,021497
L000154;202510;R06;B3;PEQUENA;INDUSTRIA;SUL;RS;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V016;TER;363;187859,27;47;65200;APROVADO;2;1;0;1,062209;0,024817
L000155;202504;R07;B5;MICRO;COMERCIO;SUDESTE;MG;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V251;SAB;12;40868,53;8;12100;APROVADO;2;2;0;1,117173;0,070089
L000156;202506;R05;B3;PEQUENA;COMERCIO;SUDESTE;SP;PARCEIRO;FINANCIAMENTO;MEDIO;NAO;V086;SEX;85;220980,71;27;80600;APROVADO;4;4;0;1,601389;0,055090
L000157;202509;R06;B3;PEQUENA;INDUSTRIA;SUL;PR;LOJA;CAPITAL_GIRO;MEDIO;SIM;V015;SAB;73;39957,40;19;11000;REPROVADO;4;0;;1,812686;0,197476
L000158;202512;R03;B2;MEI;TECNOLOGIA;SUDESTE;SP;LOJA;CAPITAL_GIRO;BAIXO;NAO;V023;SEG;27;2816,09;1;1300;APROVADO;2;0;;0,767702;0,016179
L000159;202509;R07;B4;MEDIA;SERVICOS;NORDESTE;PB;DIGITAL;CARTAO;ALTO;NAO;V012;TER;155;196555,49;97;47200;REPROVADO;1;0;;0,617085;0,038261
L000160;202509;R04;B2;MEDIA;SERVICOS;NORDESTE;CE;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V098;QUA;418;;113;;REPROVADO;25;0;;13,328115;0,298622
L000161;202504;R08;B4;PEQUENA;AGRO;SUL;PR;PARCEIRO;CARTAO;ALTO;NAO;V024;SAB;48;78483,21;20;19200;REPROVADO;2;0;;1,181136;0,091542
L000162;202509;R07;B3;MEDIA;INDUSTRIA;SUDESTE;SP;DIGITAL;CARTAO;ALTO;NAO;V006;TER;87;188148,33;113;52200;REPROVADO;2;0;;1,159364;0,094055
L000163;202506;R05;B3;PEQUENA;SAUDE;NORDESTE;PE;PARCEIRO;CARTAO;MEDIO;NAO;V281;QUA;109;42046,49;23;14400;APROVADO;1;0;;0,496181;0,011448
L000164;202510;R03;B2;PEQUENA;SERVICOS;SUDESTE;MG;LOJA;CAPITAL_GIRO;BAIXO;NAO;V206;SEX;204;26026,56;31;11200;APROVADO;6;3;0;2,644118;0,023602
L000165;202506;R09;B5;GRANDE;AGRO;SUDESTE;SP;LOJA;CARTAO;ALTO;NAO;V028;SEG;177;3275687,20;994;560700;REPROVADO;7;0;;3,809147;0,665444
L000166;202510;R03;B1;MICRO;SAUDE;NORDESTE;PB;DIGITAL;CAPITAL_GIRO;BAIXO;SIM;V024;QUA;36;1740,33;9;800;APROVADO;8;3;0;4,046172;0,236464
L000167;202507;R03;B3;MICRO;INDUSTRIA;SUDESTE;SP;LOJA;CARTAO;BAIXO;NAO;V209;QUA;50;120673,40;3;55500;APROVADO;1;0;;0,479399;0,006748
L000168;202504;R09;B5;MEDIA;AGRO;SUL;RS;DIGITAL;CAPITAL_GIRO;ALTO;SIM;V222;QUA;232;353628,48;114;55500;REPROVADO;2;0;;1,221962;0,262969
L000169;202501;R03;B2;MICRO;SERVICOS;CENTRO-OESTE;GO;LOJA;CAPITAL_GIRO;BAIXO;NAO;V250;DOM;65;21246,19;4;7900;APROVADO;2;1;0;0,785913;0,010593
L000170;202505;R04;B2;MICRO;SAUDE;NORTE;AP;DIGITAL;CARTAO;MEDIO;NAO;V016;SEX;139;15101,30;4;5500;APROVADO;1;0;;0,540636;0,009452
L000171;202512;R06;B3;PEQUENA;COMERCIO;NORDESTE;SE;DIGITAL;FINANCIAMENTO;MEDIO;SIM;V085;SEG;16;112923,34;65;34800;REPROVADO;14;0;;6,974438;0,700013
L000172;202504;R05;B3;MEI;INDUSTRIA;SUL;SC;DIGITAL;CARTAO;MEDIO;SIM;V120;SEX;8;7662,50;1;2500;REPROVADO;8;0;;4,832620;0,474525
L000173;202507;R06;B4;MICRO;SAUDE;SUDESTE;RJ;LOJA;CARTAO;MEDIO;NAO;V019;SEX;15;22084,72;3;7000;PENDENTE;2;0;;1,006504;0,042755
L000174;202509;R01;B1;MICRO;COMERCIO;CENTRO-OESTE;MT;LOJA;CAPITAL_GIRO;BAIXO;NAO;V331;TER;14;15029,13;5;7900;APROVADO;2;1;0;0,784097;0,010255
L000175;202512;R02;B1;MEI;COMERCIO;NORTE;AM;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V011;SAB;18;3778,82;1;1800;APROVADO;2;1;0;0,984048;0,016245
L000176;202505;R02;B1;MICRO;INDUSTRIA;NORDESTE;MA;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V269;TER;19;106627,58;3;53300;APROVADO;5;2;0;2,185545;0,024677
L000177;202504;R04;B2;MEI;SERVICOS;SUDESTE;SP;LOJA;CARTAO;MEDIO;NAO;V047;SEG;38;8329,57;1;2900;APROVADO;4;1;0;1,967537;0,053933
L000178;202505;R04;B2;MICRO;SERVICOS;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V204;QUA;25;60413,86;3;25400;APROVADO;18;6;0;9,504195;0,202857
L000179;202503;R01;B2;MICRO;SAUDE;SUL;PR;LOJA;CAPITAL_GIRO;BAIXO;NAO;V027;QUA;165;11154,55;6;5500;APROVADO;77;25;0;27,536085;0,121341
L000180;202505;R02;B1;MEI;SERVICOS;NORDESTE;MA;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V025;SAB;96;12373,03;1;5500;APROVADO;1;1;0;0,403868;0,003764
L000181;202512;R01;B1;PEQUENA;AGRO;SUDESTE;SP;DIGITAL;CARTAO;BAIXO;NAO;V291;SEX;148;136683,03;33;71000;APROVADO;1;0;;0,514009;0,002690
L000182;202506;R07;B5;MICRO;COMERCIO;NORTE;RR;PARCEIRO;CAPITAL_GIRO;ALTO;NAO;V026;SAB;36;15821,56;8;4200;APROVADO;2;1;0;0,947616;0,071091
L000183;202505;R01;B2;PEQUENA;COMERCIO;CENTRO-OESTE;MT;PARCEIRO;CARTAO;BAIXO;SIM;V147;SEX;157;202639,08;18;110300;APROVADO;5;2;0;2,347556;0,027939
L000184;202511;R03;B2;MEI;COMERCIO;CENTRO-OESTE;MT;TELEVENDAS;CARTAO;MEDIO;NAO;V094;QUI;182;8634,82;1;4000;APROVADO;1;0;;0,389062;0,004201
L000185;202508;R05;B3;MICRO;AGRO;SUDESTE;SP;LOJA;FINANCIAMENTO;MEDIO;NAO;V012;SEG;42;57439,01;6;20100;APROVADO;1;0;;0,404169;0,013259
L000186;202510;R04;B3;MEI;COMERCIO;SUL;RS;TELEVENDAS;CAPITAL_GIRO;MEDIO;NAO;V338;SEG;31;6147,30;1;2700;APROVADO;1;1;0;0,392968;0,010110
L000187;202509;R04;B2;MICRO;COMERCIO;SUDESTE;SP;LOJA;FINANCIAMENTO;MEDIO;NAO;V019;SEG;61;7601,62;3;3200;APROVADO;2;1;0;0,682433;0,024244
L000188;202501;R05;B3;PEQUENA;CONSTRUCAO;CENTRO-OESTE;MT;DIGITAL;CARTAO;MEDIO;NAO;V111;QUA;134;119066,49;28;37000;APROVADO;2;2;0;1,097954;0,028675
L000189;202505;R06;B3;PEQUENA;COMERCIO;CENTRO-OESTE;GO;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V010;QUI;70;81831,31;14;23700;APROVADO;1;1;0;0,487723;0,014774
L000190;202509;R01;B1;MICRO;CONSTRUCAO;SUL;RS;DIGITAL;CARTAO;BAIXO;NAO;V007;TER;79;84872,64;5;41700;APROVADO;7;3;0;3,475744;0,034683
L000191;202504;R07;B4;MICRO;CONSTRUCAO;SUDESTE;SP;PARCEIRO;CARTAO;ALTO;SIM;V023;SEX;55;28390,83;2;7700;REPROVADO;1;0;;0,600405;0,106907
L000192;202501;R01;B1;MEI;SERVICOS;SUL;PR;TELEVENDAS;CARTAO;BAIXO;NAO;V265;SEG;144;5297,46;1;2400;APROVADO;4;1;0;1,448223;0,011309
L000193;202506;R01;B1;PEQUENA;INDUSTRIA;SUDESTE;SP;DIGITAL;CARTAO;BAIXO;SIM;V275;TER;116;207712,74;24;122300;APROVADO;2;2;0;1,028618;0,014813
L000194;202505;R07;B4;GRANDE;SERVICOS;SUDESTE;SP;TELEVENDAS;CAPITAL_GIRO;ALTO;SIM;V022;QUI;447;148726,14;1066;38600;REPROVADO;7;0;;2,901515;0,264507
L000195;202510;R07;B4;PEQUENA;SERVICOS;SUDESTE;SP;DIGITAL;CAPITAL_GIRO;ALTO;NAO;V086;SEX;36;306546,40;12;70100;REPROVADO;1;0;;0,602022;0,039939
L000196;202510;R03;B2;PEQUENA;SERVICOS;SUDESTE;MG;DIGITAL;CARTAO;BAIXO;SIM;V027;SEX;151;53373,18;12;20100;APROVADO;1;1;0;0,529048;0,012977
L000197;202506;R07;B4;MEDIA;INDUSTRIA;NORTE;PA;DIGITAL;FINANCIAMENTO;ALTO;SIM;V048;QUI;115;246100,09;184;63700;REPROVADO;2;0;;0,948184;0,115348
L000198;202503;R05;B3;MEI;INDUSTRIA;SUL;RS;TELEVENDAS;FINANCIAMENTO;MEDIO;SIM;V010;SEG;38;3596,88;1;1300;REPROVADO;24;0;;8,724576;0,997749
L000199;202506;R03;B2;MEI;SAUDE;SUDESTE;MG;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V004;SAB;42;16195,47;1;6400;APROVADO;4;1;0;1,891497;0,026096
L000200;202506;R07;B4;MEDIA;COMERCIO;SUL;PR;TELEVENDAS;CAPITAL_GIRO;ALTO;SIM;V086;QUI;210;427831,86;144;124700;REPROVADO;3;0;;1,361254;0,148517
L000201;202509;R01;B1;MEI;COMERCIO;NORDESTE;PE;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V066;DOM;29;16535,44;1;8300;APROVADO;2;2;0;0,799267;0,010404
L000202;202501;R04;B2;MICRO;SAUDE;NORDESTE;PB;DIGITAL;CAPITAL_GIRO;MEDIO;NAO;V237;SAB;52;32989,38;12;12600;APROVADO;1;1;0;0,484834;0,009348
L000203;202501;R05;B3;PEQUENA;SAUDE;SUL;PR;LOJA;CAPITAL_GIRO;MEDIO;NAO;V026;QUI;103;288899,51;20;86200;APROVADO;20;7;0;9,474679;0,166199
L000204;202509;R07;B4;PEQUENA;SAUDE;SUL;SC;DIGITAL;CARTAO;BAIXO;NAO;V026;SEG;280;51621,40;26;12900;APROVADO;28;19;1;17,470840;0,753002
L000205;202505;R05;B3;PEQUENA;COMERCIO;SUL;PR;PARCEIRO;CAPITAL_GIRO;MEDIO;;V046;TER;303;79401,00;20;26500;REPROVADO;7;0;;3,081359;0,047909
L000206;202509;R02;B1;MICRO;COMERCIO;CENTRO-OESTE;GO;LOJA;CARTAO;BAIXO;NAO;V006;TER;58;12716,92;4;6000;APROVADO;4;3;0;1,895403;0,029516
L000207;202509;R01;B1;MEI;AGRO;SUDESTE;RJ;LOJA;CAPITAL_GIRO;BAIXO;NAO;V120;TER;23;3251,71;1;1600;REPROVADO;21;0;;7,675886;0,153174
L000208;202504;R03;B2;MICRO;AGRO;CENTRO-OESTE;MT;LOJA;CAPITAL_GIRO;BAIXO;SIM;V259;TER;20;34988,83;6;17300;APROVADO;4;3;0;1,694153;0,069438
L000209;202511;R05;B3;PEQUENA;COMERCIO;SUDESTE;SP;DIGITAL;FINANCIAMENTO;MEDIO;SIM;V028;TER;77;168535,39;23;62900;REPROVADO;2;0;;0,941077;0,059023
L000210;202502;R05;B3;PEQUENA;TECNOLOGIA;SUDESTE;MG;PARCEIRO;CARTAO;MEDIO;;V134;TER;69;413811,15;13;141000;APROVADO;1;1;0;0,499988;0,017409
L000211;202509;R04;B2;PEQUENA;COMERCIO;NORDESTE;AL;LOJA;CAPITAL_GIRO;MEDIO;NAO;V093;QUA;66;75738,97;19;27600;APROVADO;1;1;1;0,437055;0,012230
L000212;202501;R09;B4;MEDIA;SERVICOS;NORTE;AM;TELEVENDAS;CARTAO;ALTO;SIM;V027;QUI;154;4890697,52;323;922100;REPROVADO;1;0;;0,517675;0,248349
L000213;202509;R05;B3;MEI;SAUDE;NORDESTE;PI;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V177;DOM;15;10249,83;1;3300;APROVADO;3;1;0;1,324250;0,063168
L000214;202509;R07;B4;GRANDE;SERVICOS;SUDESTE;SP;LOJA;CARTAO;ALTO;NAO;V277;SEX;242;3410561,41;763;971200;APROVADO;24;13;0;13,918615;1,641080
L000215;202507;R07;B4;GRANDE;COMERCIO;NORTE;AM;PARCEIRO;CARTAO;ALTO;NAO;V013;SAB;118;5575700,13;717;1583900;APROVADO;2;1;0;1,053564;0,143889
L000216;202501;R07;B4;MEDIA;CONSTRUCAO;SUDESTE;SP;LOJA;CAPITAL_GIRO;ALTO;NAO;V012;QUA;105;264250,15;110;67000;APROVADO;1;0;;0,475621;0,037268
L000217;202511;R08;B4;GRANDE;SERVICOS;SUDESTE;SP;DIGITAL;CARTAO;ALTO;NAO;V011;SEG;165;3336855,41;547;682200;REPROVADO;1;0;;0,656796;0,069232
L000218;202507;R05;B3;MICRO;COMERCIO;NORDESTE;CE;TELEVENDAS;CAPITAL_GIRO;MEDIO;SIM;V234;QUA;85;23775,27;2;9200;REPROVADO;2;0;;0,803734;0,048110
L000219;202510;R03;B2;MICRO;SAUDE;SUDESTE;RJ;DIGITAL;CARTAO;ALTO;NAO;V007;QUA;84;9125,85;11;3900;APROVADO;1;0;;0,582083;0,007811
L000220;202507;R01;B1;MEI;SERVICOS;SUL;RS;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V004;TER;18;5542,11;1;2700;APROVADO;1;1;0;0,423076;0,003675
L000221;202504;R06;B3;PEQUENA;SERVICOS;SUDESTE;MG;DIGITAL;CARTAO;MEDIO;NAO;V008;QUA;43;34506,15;22;11100;APROVADO;106;59;2;61,594963;1,979936
L000222;202505;R06;B4;MEI;TECNOLOGIA;SUDESTE;SP;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V018;QUA;25;4968,56;1;1600;APROVADO;1;1;0;0,483802;0,024560
L000223;202511;R02;B1;MEI;TECNOLOGIA;SUDESTE;SP;LOJA;CARTAO;BAIXO;NAO;V030;TER;17;29104,76;1;12000;APROVADO;24;13;0;10,397705;0,077920
L000224;202511;R06;B3;MEDIA;SERVICOS;SUDESTE;SP;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V002;SAB;142;240797,15;110;67900;APROVADO;12;5;0;5,535946;0,198677
L000225;202511;R02;B2;MEI;SAUDE;SUDESTE;RJ;TELEVENDAS;CARTAO;BAIXO;SIM;V027;TER;14;3151,51;1;1400;APROVADO;28;16;1;10,538273;0,432424
L000226;202504;R07;B5;PEQUENA;COMERCIO;CENTRO-OESTE;MT;DIGITAL;CARTAO;ALTO;NAO;V198;SAB;41;44158,91;18;11200;REPROVADO;5;0;;2,892482;0,178552
L000227;202510;R03;B3;MICRO;SERVICOS;SUDESTE;SP;PARCEIRO;CARTAO;BAIXO;SIM;V004;SEG;99;30727,30;3;13900;APROVADO;1;0;;0,456782;0,014199
L000228;202503;R05;B3;PEQUENA;SERVICOS;SUL;RS;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V004;TER;72;108106,44;70;38000;APROVADO;3;2;0;1,357171;0,025316
L000229;202511;R08;B4;PEQUENA;AGRO;CENTRO-OESTE;MS;DIGITAL;CARTAO;ALTO;NAO;V024;SAB;42;41818,37;29;8500;REPROVADO;10;0;;6,348393;0,482288
L000230;202511;R03;B2;MEI;COMERCIO;CENTRO-OESTE;MT;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V093;SEG;170;2569,23;1;1100;APROVADO;1;0;;0,488097;0,008356
L000231;202507;R06;B3;MEDIA;INDUSTRIA;SUL;PR;TELEVENDAS;CAPITAL_GIRO;MEDIO;SIM;V074;QUA;100;3375320,08;101;1020600;REPROVADO;7;0;;2,820358;0,387890
L000232;202503;R01;B1;MEI;SERVICOS;SUDESTE;MG;PARCEIRO;CARTAO;BAIXO;NAO;V308;SEX;129;9048,97;1;4300;APROVADO;1;0;;0,455492;0,003112
L000233;202507;R01;B1;MEI;AGRO;SUDESTE;ES;PARCEIRO;CARTAO;MEDIO;NAO;V014;TER;41;;1;;APROVADO;1;0;;0,424823;0,004029
L000234;202505;R05;B3;MEI;TECNOLOGIA;CENTRO-OESTE;MT;DIGITAL;FINANCIAMENTO;MEDIO;NAO;V147;TER;11;30459,88;1;10000;APROVADO;2;2;1;0,884149;0,020834
L000235;202501;R07;B3;MICRO;SERVICOS;SUL;PR;TELEVENDAS;CARTAO;ALTO;NAO;V191;QUI;72;31721,32;3;7800;REPROVADO;2;0;;1,006492;0,041631
L000236;202512;R03;B2;MEI;COMERCIO;SUDESTE;MG;TELEVENDAS;CARTAO;BAIXO;NAO;V024;TER;34;24132,05;1;9800;APROVADO;2;1;0;0,863713;0,012188
L000237;202504;R07;B4;MICRO;AGRO;NORDESTE;BA;LOJA;CAPITAL_GIRO;ALTO;SIM;V005;SEG;18;77922,16;6;19400;REPROVADO;2;0;;0,926143;0,131660
L000238;202502;R04;B2;PEQUENA;TECNOLOGIA;SUL;SC;PARCEIRO;CARTAO;MEDIO;NAO;V004;SAB;217;121426,11;30;53800;APROVADO;1;0;;0,516474;0,006310
L000239;202508;R05;B4;PEQUENA;COMERCIO;NORDESTE;PE;LOJA;CARTAO;MEDIO;NAO;V048;TER;33;99140,71;11;31700;APROVADO;2;1;1;0,979414;0,023822
L000240;202504;R08;B4;MEDIA;SERVICOS;SUDESTE;SP;PARCEIRO;CARTAO;ALTO;NAO;V005;SEG;83;321875,78;300;70100;REPROVADO;1;0;;0,562311;0,047515
L000241;202508;R07;B5;MEDIA;AGRO;NORDESTE;BA;TELEVENDAS;FINANCIAMENTO;ALTO;SIM;V021;DOM;75;655658,02;62;162900;REPROVADO;7;0;;2,756111;0,618535
L000242;202509;R02;B1;MEI;MINERACAO;SUL;SC;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V223;SEG;18;13887,58;1;6500;APROVADO;4;2;0;1,943287;0,047198
L000243;202509;R09;B5;PEQUENA;SERVICOS;NORTE;AM;LOJA;CARTAO;ALTO;SIM;V189;SEG;78;25322,69;46;5000;REPROVADO;2;0;;1,067588;0,304117
L000244;202504;R02;B1;MEI;COMERCIO;NORDESTE;BA;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V157;QUA;17;11678,52;1;4800;APROVADO;5;2;0;1,893137;0,025079
L000245;202503;R07;B4;MEDIA;SERVICOS;SUDESTE;SP;LOJA;CAPITAL_GIRO;ALTO;NAO;V030;TER;108;414047,63;157;125400;APROVADO;5;3;0;2,363069;0,128168
L000246;202507;R01;B1;MEI;SAUDE;NORTE;PA;DIGITAL;FINANCIAMENTO;BAIXO;NAO;V026;SEG;76;32528,56;1;17900;APROVADO;5;2;0;1,890691;0,010981
L000247;202504;R09;B5;MEDIA;AGRO;SUL;RS;DIGITAL;CAPITAL_GIRO;ALTO;SIM;V338;QUI;103;179717,82;158;28800;REPROVADO;1;0;;0,587024;0,143250
L000248;202511;R04;B2;MICRO;SAUDE;SUL;PR;DIGITAL;CARTAO;MEDIO;NAO;V099;SEG;165;9524,97;6;3500;APROVADO;1;1;0;0,547955;0,008201
L000249;202509;R02;B1;MEI;SERVICOS;SUDESTE;RJ;LOJA;CARTAO;BAIXO;NAO;V157;SEG;32;6262,05;1;2700;APROVADO;2;2;0;0,898020;0,015992
L000250;202510;R06;B2;PEQUENA;COMERCIO;SUDESTE;ES;DIGITAL;CARTAO;MEDIO;NAO;V009;QUA;339;65867,76;25;17900;APROVADO;2;1;0;1,210423;0,029709
L000251;202509;R04;B2;MEI;COMERCIO;SUDESTE;MG;LOJA;CAPITAL_GIRO;MEDIO;NAO;V154;SAB;49;4016,94;1;1600;APROVADO;11;3;0;4,907251;0,182166
L000252;202511;R02;B1;MEI;CONSTRUCAO;SUDESTE;RJ;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V231;TER;31;14580,76;1;5900;APROVADO;1;0;;0,379655;0,007685
L000253;202502;R05;B3;PEQUENA;SERVICOS;NORDESTE;CE;DIGITAL;CAPITAL_GIRO;MEDIO;SIM;V015;QUA;165;35331,44;79;13700;REPROVADO;1;0;;0,510238;0,023695
L000254;202507;R02;B2;MEI;COMERCIO;CENTRO-OESTE;DF;PARCEIRO;CARTAO;ALTO;NAO;V104;SEX;21;1913,38;1;1000;APROVADO;1;0;;0,465170;0,009280
L000255;202510;R08;B4;GRANDE;SERVICOS;CENTRO-OESTE;GO;LOJA;CAPITAL_GIRO;ALTO;NAO;V056;QUA;264;4218674,28;450;1029400;REPROVADO;2;0;;0,945539;0,084633
L000256;202502;R01;B2;MEI;SERVICOS;SUDESTE;MG;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V029;SEX;40;13314,71;1;7200;APROVADO;2;1;0;0,844986;0,006375
L000257;202511;R03;B2;MICRO;SERVICOS;NORTE;AM;DIGITAL;CAPITAL_GIRO;BAIXO;NAO;V011;QUA;58;13063,61;5;5400;APROVADO;2;1;0;0,910035;0,013680
L000258;202512;R04;B2;PEQUENA;INDUSTRIA;SUDESTE;MG;LOJA;CAPITAL_GIRO;MEDIO;NAO;V085;TER;68;64157,28;13;22100;APROVADO;2;2;0;0,889524;0,015896
L000259;202509;R08;B3;MEDIA;COMERCIO;SUDESTE;RJ;DIGITAL;CAPITAL_GIRO;ALTO;SIM;V197;TER;93;75554,42;327;18600;REPROVADO;2;0;;1,247065;0,241278
L000260;202512;R01;B1;MICRO;TECNOLOGIA;NORDESTE;BA;PARCEIRO;CAPITAL_GIRO;BAIXO;NAO;V010;TER;202;58937,90;4;27500;APROVADO;6;4;0;2,233990;0,008448
L000261;202506;R04;B2;PEQUENA;AGRO;NORTE;PA;LOJA;FINANCIAMENTO;MEDIO;NAO;V202;SEG;55;74574,13;41;25900;APROVADO;3;1;0;1,021853;0,020562
L000262;202512;R02;B1;MICRO;COMERCIO;SUDESTE;SP;LOJA;FINANCIAMENTO;BAIXO;NAO;V089;QUA;51;;3;;APROVADO;6;3;0;2,074473;0,021680
L000263;202508;R07;B5;MEDIA;SERVICOS;SUDESTE;SP;DIGITAL;CARTAO;ALTO;NAO;V156;SEX;155;1433957,78;111;417300;REPROVADO;2;0;;1,149938;0,089915
L000264;202509;R05;B2;MEI;INDUSTRIA;SUDESTE;MG;DIGITAL;CARTAO;MEDIO;SIM;V311;SEG;152;6297,98;1;1900;REPROVADO;2;0;;1,156691;0,117288
L000265;202501;R05;B4;MEI;COMERCIO;SUDESTE;RJ;TELEVENDAS;CAPITAL_GIRO;MEDIO;NAO;V187;SEG;90;14854,78;1;5500;APROVADO;6;0;;2,221349;0,065949
L000266;202506;R05;B3;MICRO;SERVICOS;SUL;RS;DIGITAL;CARTAO;MEDIO;NAO;V025;QUI;23;33390,76;4;11600;APROVADO;114;68;3;64,025835;1,915344
